"","Subject","Age","Handedness","First_Language","Education","Countryself","Countryparents","Shape","Label","Matching","Response","RT_ms","RT_sec","ACC"
"4233",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,602,0.602,1
"4234",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,705,0.705,1
"4235",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,393,0.393,1
"4236",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,1073,1.073,1
"4237",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,730,0.73,1
"4238",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,956,0.956,1
"4239",213,21,"r","English","College","Canada","Philippines",2,1,"Nonmatching",2,774,0.774,1
"4240",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,598,0.598,1
"4241",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,487,0.487,1
"4242",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,506,0.506,1
"4243",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,526,0.526,1
"4244",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,638,0.638,1
"4245",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,569,0.569,1
"4246",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,1115,1.115,1
"4247",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,579,0.579,1
"4248",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,557,0.557,1
"4249",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,476,0.476,1
"4250",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,398,0.398,1
"4251",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,953,0.953,1
"4252",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,446,0.446,1
"4253",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,736,0.736,1
"4254",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,555,0.555,1
"4255",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,641,0.641,1
"4256",213,21,"r","English","College","Canada","Philippines",2,1,"Nonmatching",2,573,0.573,1
"4257",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,430,0.43,1
"4258",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,379,0.379,1
"4259",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,757,0.757,1
"4260",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,603,0.603,1
"4261",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,832,0.832,1
"4262",213,21,"r","English","College","Canada","Philippines",3,3,"Nonmatching",2,864,0.864,1
"4263",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,586,0.586,1
"4264",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,420,0.42,1
"4265",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,473,0.473,1
"4266",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,384,0.384,1
"4267",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,594,0.594,1
"4268",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,510,0.51,1
"4269",213,21,"r","English","College","Canada","Philippines",2,1,"Nonmatching",2,502,0.502,1
"4270",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,497,0.497,1
"4271",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,1006,1.006,1
"4272",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,719,0.719,1
"4273",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,452,0.452,1
"4274",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,939,0.939,1
"4275",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,928,0.928,1
"4276",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,648,0.648,1
"4277",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,531,0.531,1
"4278",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,649,0.649,1
"4279",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,488,0.488,1
"4280",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,464,0.464,1
"4281",213,21,"r","English","College","Canada","Philippines",3,1,"Nonmatching",2,556,0.556,1
"4282",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,454,0.454,1
"4283",213,21,"r","English","College","Canada","Philippines",1,1,"Nonmatching",2,981,0.981,1
"4284",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,632,0.632,1
"4285",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,897,0.897,1
"4286",213,21,"r","English","College","Canada","Philippines",3,3,"Nonmatching",2,867,0.867,1
"4287",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,582,0.582,1
"4288",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,629,0.629,1
"4289",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,875,0.875,1
"4290",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,971,0.971,1
"4291",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,773,0.773,1
"4292",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,567,0.567,1
"4293",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,972,0.972,1
"4294",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,485,0.485,1
"4295",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,418,0.418,1
"4296",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,702,0.702,1
"4297",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,713,0.713,1
"4298",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,688,0.688,1
"4299",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,587,0.587,1
"4300",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,1043,1.043,1
"4301",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,434,0.434,1
"4302",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,482,0.482,1
"4303",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,954,0.954,1
"4304",213,21,"r","English","College","Canada","Philippines",3,3,"Nonmatching",2,498,0.498,1
"4305",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,616,0.616,1
"4306",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,553,0.553,1
"4307",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,929,0.929,1
"4308",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,519,0.519,1
"4309",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,482,0.482,1
"4310",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,920,0.92,1
"4311",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,867,0.867,1
"4312",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,525,0.525,1
"4313",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,982,0.982,1
"4314",213,21,"r","English","College","Canada","Philippines",3,3,"Nonmatching",2,783,0.783,1
"4315",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,461,0.461,1
"4316",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,560,0.56,1
"4317",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,712,0.712,1
"4318",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,478,0.478,1
"4319",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,717,0.717,1
"4320",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,470,0.47,1
"4321",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,628,0.628,1
"4322",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,449,0.449,1
"4323",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,469,0.469,1
"4324",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,450,0.45,1
"4325",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,589,0.589,1
"4326",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,563,0.563,1
"4327",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,839,0.839,1
"4328",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,692,0.692,1
"4329",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,443,0.443,1
"4330",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,974,0.974,1
"4331",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,458,0.458,1
"4332",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,782,0.782,1
"4333",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,425,0.425,1
"4334",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,881,0.881,1
"4335",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,958,0.958,1
"4336",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,422,0.422,1
"4337",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,550,0.55,1
"4338",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,580,0.58,1
"4339",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,896,0.896,1
"4340",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,389,0.389,1
"4341",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,524,0.524,1
"4342",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,489,0.489,1
"4343",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,426,0.426,1
"4344",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,383,0.383,1
"4345",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,437,0.437,1
"4346",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,875,0.875,1
"4347",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,385,0.385,1
"4348",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,546,0.546,1
"4349",213,21,"r","English","College","Canada","Philippines",2,2,"Nonmatching",2,627,0.627,1
"4350",213,21,"r","English","College","Canada","Philippines",1,3,"Nonmatching",2,575,0.575,1
"4351",213,21,"r","English","College","Canada","Philippines",2,3,"Nonmatching",2,499,0.499,1
"4352",213,21,"r","English","College","Canada","Philippines",3,2,"Nonmatching",2,586,0.586,1
"4353",213,21,"r","English","College","Canada","Philippines",1,2,"Nonmatching",2,637,0.637,1
"4354",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,634,0.634,1
"4355",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,559,0.559,1
"4356",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,536,0.536,1
"4357",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,620,0.62,1
"4358",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,644,0.644,1
"4359",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,504,0.504,1
"4360",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,701,0.701,1
"4361",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,500,0.5,1
"4362",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,539,0.539,1
"4363",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,476,0.476,1
"4364",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,587,0.587,1
"4365",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,396,0.396,1
"4366",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,621,0.621,1
"4367",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,478,0.478,1
"4368",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,559,0.559,1
"4369",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,542,0.542,1
"4370",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,668,0.668,1
"4371",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,322,0.322,1
"4372",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,333,0.333,1
"4373",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,503,0.503,1
"4374",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,330,0.33,1
"4375",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,417,0.417,1
"4376",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,366,0.366,1
"4377",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,383,0.383,1
"4378",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,492,0.492,1
"4379",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,384,0.384,1
"4380",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,677,0.677,1
"4381",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,362,0.362,1
"4382",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,566,0.566,1
"4383",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,335,0.335,1
"4384",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,456,0.456,1
"4385",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,363,0.363,1
"4386",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,308,0.308,1
"4387",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,358,0.358,1
"4388",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,379,0.379,1
"4389",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,310,0.31,1
"4390",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,376,0.376,1
"4391",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,351,0.351,1
"4392",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,324,0.324,1
"4393",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,323,0.323,1
"4394",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,405,0.405,1
"4395",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,448,0.448,1
"4396",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,521,0.521,1
"4397",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,356,0.356,1
"4398",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,502,0.502,1
"4399",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,350,0.35,1
"4400",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,370,0.37,1
"4401",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Matching",2,387,0.387,1
"4402",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,392,0.392,1
"4403",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,378,0.378,1
"4404",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Matching",2,296,0.296,1
"4405",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,303,0.303,1
"4406",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,3,"Matching",2,332,0.332,1
"4407",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,342,0.342,1
"4408",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,347,0.347,1
"4409",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Matching",2,336,0.336,1
"4410",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,459,0.459,1
"4411",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,343,0.343,1
"4412",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Matching",2,470,0.47,1
"4413",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,522,0.522,1
"4414",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,580,0.58,1
"4415",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,390,0.39,1
"4416",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,501,0.501,1
"4417",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,519,0.519,1
"4418",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,563,0.563,1
"4419",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,387,0.387,1
"4420",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,409,0.409,1
"4421",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,305,0.305,1
"4422",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,342,0.342,1
"4423",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,299,0.299,1
"4424",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,330,0.33,1
"4425",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,458,0.458,1
"4426",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,470,0.47,1
"4427",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,381,0.381,1
"4428",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,345,0.345,1
"4429",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,430,0.43,1
"4430",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,333,0.333,1
"4431",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,278,0.278,1
"4432",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,371,0.371,1
"4433",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,396,0.396,1
"4434",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,308,0.308,1
"4435",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,315,0.315,1
"4436",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,394,0.394,1
"4437",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,432,0.432,1
"4438",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,308,0.308,1
"4439",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,311,0.311,1
"4440",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,337,0.337,1
"4441",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,549,0.549,1
"4442",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,496,0.496,1
"4443",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,389,0.389,1
"4444",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,391,0.391,1
"4445",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,569,0.569,1
"4446",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,312,0.312,1
"4447",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,332,0.332,1
"4448",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,300,0.3,1
"4449",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Matching",2,345,0.345,1
"4450",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,355,0.355,1
"4451",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,352,0.352,1
"4452",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,303,0.303,1
"4453",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,317,0.317,1
"4454",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Matching",2,350,0.35,1
"4455",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Matching",2,322,0.322,1
"4456",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Nonmatching",2,574,0.574,1
"4457",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,473,0.473,1
"4458",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Nonmatching",2,508,0.508,1
"4459",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Nonmatching",2,422,0.422,1
"4460",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,529,0.529,1
"4461",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,395,0.395,1
"4462",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Nonmatching",2,594,0.594,1
"4463",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Nonmatching",2,516,0.516,1
"4464",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,663,0.663,1
"4465",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,2,"Nonmatching",2,599,0.599,1
"4466",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,531,0.531,1
"4467",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Nonmatching",2,367,0.367,1
"4468",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,453,0.453,1
"4469",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,645,0.645,1
"4470",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Nonmatching",2,481,0.481,1
"4471",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Nonmatching",2,544,0.544,1
"4472",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,2,"Nonmatching",2,729,0.729,1
"4473",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,756,0.756,1
"4474",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,558,0.558,1
"4475",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Nonmatching",2,694,0.694,1
"4476",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,460,0.46,1
"4477",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,613,0.613,1
"4478",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,633,0.633,1
"4479",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Nonmatching",2,675,0.675,1
"4480",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Nonmatching",2,442,0.442,1
"4481",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,645,0.645,1
"4482",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,555,0.555,1
"4483",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Nonmatching",2,409,0.409,1
"4484",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,500,0.5,1
"4485",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,345,0.345,1
"4486",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,423,0.423,1
"4487",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,572,0.572,1
"4488",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Nonmatching",2,428,0.428,1
"4489",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,2,"Nonmatching",2,434,0.434,1
"4490",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,1,"Nonmatching",2,528,0.528,1
"4491",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Nonmatching",2,470,0.47,1
"4492",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,2,"Nonmatching",2,475,0.475,1
"4493",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,515,0.515,1
"4494",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,2,"Nonmatching",2,442,0.442,1
"4495",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",3,1,"Nonmatching",2,459,0.459,1
"4496",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,445,0.445,1
"4497",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,1,"Nonmatching",2,412,0.412,1
"4498",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",1,3,"Nonmatching",2,428,0.428,1
"4499",215,20,"r","English","High School","China and Canada","Hong Kong, Iran, Canada",2,3,"Nonmatching",2,532,0.532,1
