"age","anxiety","anxiety_r","artgluctot","attachhome","attachphone","AvgHumidity","avgtemp","avoidance","avoidance_r","cigs","didf","eatdrink","eot","exercise","gluctot","health","hiTemp","kamf","langfamily","language","mintemp","monogamous","networksize","nostalgia","onlineid","riskAvd","romantic","scontrol","sex","Site","smoke","socialdiversity","socialembedded","socTherm","soliTherm","stress"
1996,5.33333333333333,1.82668108005242,2,4.77777777777778,3.88888888888889,83,36.9,2.5,-0.545451070354131,NA,1.72727272727273,1,4.2,2,7,3,4.85714285714286,3.57142857142857,1,6,4,7,23,30,4,4,2,38,2,"Serbia",2,5,3,4.2,3.125,41
1996,2,-0.984476540797722,0,4.11111111111111,2,45,37,4.44444444444444,1.49554576395663,NA,3.63636363636364,1,1.8,1,5,4,4.85714285714286,2.85714285714286,1,6,12,5,29,28,1.72727272727273,4.33333333333333,2,44,1,"Serbia",2,5,4,1.2,3,37
1996,4,0.702218031712363,0,4,2,65,37,2.11111111111111,-0.953650437216284,NA,1.72727272727273,1,1.8,2,2,4,3.14285714285714,4.28571428571429,1,6,10,7,25,27,2.27272727272727,2.33333333333333,2,56,2,"Serbia",2,6,3,3,3.125,36
1996,3.88888888888889,0.608512777684025,0,3.77777777777778,4.88888888888889,44,37,2.88888888888889,-0.137251703491979,NA,2.27272727272727,1,2.2,2,0,3,2.85714285714286,3.42857142857143,1,6,12,1,17,31,4.72727272727273,2.66666666666667,1,39,2,"Serbia",2,5,2,3.6,2.875,50
1996,2.16666666666667,-0.843918659755215,0,4,3.66666666666667,83,37.05,1.55555555555556,-1.5367923898765,NA,1.90909090909091,1,3,2,8,4,4.71428571428571,4,1,6,4,7,25,25,2.81818181818182,3,1,42,2,"Serbia",2,6,4,3.8,3.25,32
1996,3.27777777777778,0.0931338805281653,0,4,3,61,37.2,1.66666666666667,-1.42016399934446,NA,2.09090909090909,1,1.6,2,3,4,2.85714285714286,3.42857142857143,1,6,1,2,22,27,3.18181818181818,3.33333333333333,1,37,2,"Serbia",2,6,3,3,4.375,52
1996,2.38888888888889,-0.656508151698539,0,3.77777777777778,3.22222222222222,61,37.3,4.44444444444444,1.49554576395663,17,3.72727272727273,1,3,2,3,3,3.57142857142857,4.57142857142857,1,6,1,7,11,36,2,3.33333333333333,1,27,2,"Serbia",1,5,1,2.2,3.125,58
1997,6.83333333333333,3.09170200943498,0,4.11111111111111,3.44444444444444,61,35.7,3.83333333333333,0.854089616030393,NA,2.45454545454545,1,1.8,2,3,2,4.57142857142857,1.28571428571429,1,6,1,6,47,31,3.54545454545455,3,2,29,2,"Serbia",2,7,5,3.8,2.75,51
1997,4,0.702218031712363,0,5,3.44444444444444,65,36.05,4,1.02903220182846,NA,2.27272727272727,1,3,2,0,4,4,3.71428571428571,1,6,8,4,23,30,3.63636363636364,3.66666666666667,2,44,2,"Serbia",2,5,4,2.6,3.5,42
1997,1.38888888888889,-1.49985543795358,2,2.77777777777778,1.88888888888889,45,36.5,1.27777777777778,-1.82836336620661,NA,1.81818181818182,1,1.8,2,3,5,3,4.85714285714286,1,6,12,7,20,27,2.18181818181818,3.33333333333333,1,46,2,"Serbia",2,6,3,2,4.25,37
1997,3.88888888888889,0.608512777684025,0,4.33333333333333,4,56,36.5,2.94444444444444,-0.0789375082259564,15,3.18181818181818,1,2.2,2,NA,4,2,4.57142857142857,1,6,6,2,28,38,3.63636363636364,2.66666666666667,1,33,1,"Serbia",1,5,5,3.4,2.875,42
1997,2.44444444444444,-0.60965552468437,0,3.55555555555556,2.11111111111111,45,36.7,1.88888888888889,-1.18690721828037,NA,3.09090909090909,1,2.8,2,4,4,3.28571428571429,4.42857142857143,1,6,12,6,25,24,1.72727272727273,3.33333333333333,2,43,2,"Serbia",2,5,4,1.4,3,41
1997,2.94444444444444,-0.187981881556849,0,4.66666666666667,1.22222222222222,65,36.75,3.22222222222222,0.212633468104153,NA,3.90909090909091,1,2.6,2,8,5,3.71428571428571,5,1,6,8,7,25,28,2.81818181818182,3.33333333333333,1,47,1,"Serbia",2,7,4,2.8,4.125,34
1997,3.72222222222222,0.467954896641518,0,2.77777777777778,1.77777777777778,45,37,2,-1.07027882774833,NA,2.63636363636364,1,2,2,3,3,3.71428571428571,2.28571428571429,1,6,12,7,20,26,1.90909090909091,3.66666666666667,2,52,2,"Serbia",2,6,4,4,2.625,35
NA,2.66666666666667,-0.422245016627694,0,4,1.44444444444444,79,36.8,3.83333333333333,0.854089616030393,NA,2.54545454545455,NA,2.2,NA,0,5,3.57142857142857,2.14285714285714,1,6,11,NA,21,19,1.27272727272727,2.66666666666667,NA,44,NA,"Serbia",NA,6,4,3,3,32
1987,1.05555555555556,-2.49428917519925,0,4.33333333333333,1,70,36.5,1.66666666666667,-1.20511004001853,NA,4.18181818181818,1,3,2,NA,3,3.85714285714286,4.85714285714286,1,5,27,7,43,38,1,4.33333333333333,1,63,1,"SMU",2,8,5,4.4,3.125,26
1990,3.5,-0.206813875016521,0,5,3.33333333333333,70,36,1.72222222222222,-1.15307723967736,NA,2.27272727272727,1,1.8,2,4,3,3.85714285714286,3.28571428571429,1,5,27,5,22,23,2.90909090909091,3.33333333333333,1,37,1,"SMU",2,5,3,2.8,2.75,45
1990,4.88888888888889,1.0928880000873,0,3.44444444444444,4,79,36.25,2.33333333333333,-0.580716435924468,NA,2.45454545454545,1,2.6,2,0,3,3,2.71428571428571,1,5,26,4,24,30,3.63636363636364,3.66666666666667,2,28,1,"SMU",2,8,3,3,4,48
1990,2.27777777777778,-1.35055152510789,0,4.22222222222222,3.33333333333333,70,36.35,1.5,-1.36120844104205,NA,1.90909090909091,1,1.6,2,1,5,2.71428571428571,3.14285714285714,1,5,27,7,16,19,1.27272727272727,2.33333333333333,1,43,1,"SMU",2,7,2,4,3,28
1991,2.44444444444444,-1.19458730009543,0,4,4,71,35.15,3.38888888888889,0.407906770557802,NA,2.63636363636364,1,2,2,0,3,4,6.57142857142857,1,5,26,7,24,33,4,3.66666666666667,1,43,1,"SMU",2,6,4,3.2,3.25,36
1991,3.94444444444444,0.209090725016703,0,4.22222222222222,2.88888888888889,70,35.75,1.33333333333333,-1.51730684206557,NA,2.54545454545455,2,2,2,0,3,2.28571428571429,4.14285714285714,1,5,27,4,27,30,3.09090909090909,3,2,44,2,"SMU",2,5,3,3.6,4.875,38
1991,4.22222222222222,0.469031100037467,0,4.33333333333333,3.22222222222222,70,35.8,2.22222222222222,-0.684782036606812,NA,2.90909090909091,1,2.4,2,2,4,2.42857142857143,4,1,5,26,6,24,26,3.45454545454545,2,2,39,1,"SMU",2,6,3,3.4,3.875,45
1991,3.61111111111111,-0.102837725008215,0,3.55555555555556,3.88888888888889,70,36.45,4.94444444444444,1.86482518011062,NA,1.72727272727273,1,2,2,0,2,3.28571428571429,3.57142857142857,1,5,26,5,18,22,3.81818181818182,3.33333333333333,2,31,1,"SMU",2,5,3,2.2,3.625,44
1991,4,0.261078800020856,4,3,3,79,36.65,3,0.0436771681695969,NA,3.90909090909091,1,2.4,2,4,2,4.28571428571429,2.71428571428571,1,5,26,6,26,24,2,3.66666666666667,2,41,1,"SMU",2,6,3,3.2,3.375,38
1991,4.66666666666667,0.884935700070691,0,5,3.22222222222222,71,36.85,2.05555555555556,-0.840880437630329,NA,1.81818181818182,1,2.2,2,0,4,4.85714285714286,3.85714285714286,1,5,26,1,15,29,3.18181818181818,4,1,43,1,"SMU",2,6,2,2.8,1.125,41
1991,4.83333333333333,1.04089992508315,0,4,4.55555555555556,70,36.9,5.05555555555556,1.96889078079296,NA,1.18181818181818,1,4,2,3,3,4.28571428571429,2.85714285714286,1,5,26,7,17,36,4.54545454545455,2.33333333333333,1,46,2,"SMU",2,5,3,1.6,1.875,41
1992,4.33333333333333,0.573007250045773,3,3.11111111111111,4.11111111111111,71,35.7,4.22222222222222,1.18839877567538,2,1.18181818181818,1,1.6,2,0,4,3.57142857142857,4.71428571428571,1,5,26,6,15,13,3.27272727272727,2.33333333333333,1,33,1,"SMU",1,7,2,2.4,2.625,40
1992,3.72222222222222,0.00113842500009099,0,4.55555555555556,2.88888888888889,79,35.8,3.16666666666667,0.199775569193113,NA,2.27272727272727,1,2.2,2,1,3,4.14285714285714,3.28571428571429,1,5,26,6,29,26,2.90909090909091,2.66666666666667,1,45,1,"SMU",2,5,5,2.8,3.75,29
1992,2.88888888888889,-0.778682700062203,0,4.33333333333333,3.11111111111111,70,36.3,3.94444444444444,0.928234773969523,NA,2.09090909090909,1,2.8,2,0,2,4.14285714285714,1.71428571428571,1,5,27,7,22,22,3.36363636363636,4,1,49,1,"SMU",2,5,3,2,2.125,37
1992,4.77777777777778,0.988911850078996,0,3.88888888888889,3.77777777777778,79,36.3,2.22222222222222,-0.684782036606812,NA,2,1,2.2,2,9,2,3,2.85714285714286,1,5,26,5,15,30,4,3.66666666666667,2,36,1,"SMU",2,7,3,3.6,3,49
1992,4.27777777777778,0.52101917504162,0,4.55555555555556,3.55555555555556,75,36.35,1.22222222222222,-1.62137244274791,NA,2.18181818181818,1,2,2,3,4,3.14285714285714,5.71428571428571,1,5,26,4,22,29,3.81818181818182,2.33333333333333,1,36,1,"SMU",2,6,3,3.8,3.375,39
1992,2.22222222222222,-1.40253960011204,0,4,2.77777777777778,71,36.4,3.22222222222222,0.251808369534285,NA,2.63636363636364,1,2.8,2,1,3,3.28571428571429,2.85714285714286,1,5,26,7,29,28,2.36363636363636,3.33333333333333,1,42,1,"SMU",2,6,5,1.8,3.5,37
1992,4.61111111111111,0.832947625066537,0,4,2.22222222222222,71,36.45,4,0.980267574310695,NA,2.63636363636364,2,2.8,2,1,4,3.57142857142857,6.71428571428571,1,5,26,6,29,24,3,2.66666666666667,2,42,1,"SMU",2,7,4,2.4,3.25,31
1992,5.83333333333333,1.9766852751579,0,3.66666666666667,4.33333333333333,79,36.5,2.88888888888889,-0.0603884325127474,NA,1.90909090909091,1,1.2,2,0,4,2.14285714285714,1.71428571428571,1,5,26,6,29,15,4.36363636363636,4.33333333333333,1,27,1,"SMU",2,6,4,2.6,3.75,42
1992,2.27777777777778,-1.35055152510789,0,2.66666666666667,3.22222222222222,75,36.55555556,4.11111111111111,1.08433317499304,3,2.54545454545455,1,2.8,2,0,4,3.71428571428571,4.71428571428571,1,5,26,4,19,27,2,2.66666666666667,1,29,2,"SMU",1,5,3,3.4,2.75,41
1993,3.22222222222222,-0.466754250037285,4,5,3.22222222222222,79,35.6,2.72222222222222,-0.216486833536264,5,1.81818181818182,1,2.4,2,0,3,4,3.14285714285714,1,5,26,7,8,34,2.36363636363636,2.33333333333333,1,30,1,"SMU",1,6,1,4,2.75,46
1993,2.83333333333333,-0.830670775066356,0,4.88888888888889,3.55555555555556,70,35.6,1.83333333333333,-1.04901163899502,1,2.27272727272727,1,1.4,2,0,4,2.57142857142857,4.71428571428571,1,5,27,7,23,24,2.63636363636364,4,1,35,1,"SMU",1,6,3,4.2,3.625,41
1993,4.22222222222222,0.469031100037467,0,4.33333333333333,3.11111111111111,70,35.7,3.72222222222222,0.720103572604834,NA,3.09090909090909,1,2.8,2,1,4,4.28571428571429,3.28571428571429,1,5,26,1,25,27,3.09090909090909,3.66666666666667,2,36,1,"SMU",2,6,3,2.6,3.625,43
1993,4,0.261078800020856,0,1.88888888888889,3.55555555555556,71,35.7,2.16666666666667,-0.736814836947985,NA,1.72727272727273,1,2.2,2,0,3,3.85714285714286,3.28571428571429,1,5,26,7,29,28,3.27272727272727,4,1,33,2,"SMU",2,6,3,1.8,1.75,44
1993,2.55555555555556,-1.09061115008712,0,3.88888888888889,4,70,35.8,2.05555555555556,-0.840880437630329,NA,2.27272727272727,1,2.2,2,3,5,2.85714285714286,3.85714285714286,1,5,27,4,26,17,3.72727272727273,3.66666666666667,1,33,1,"SMU",2,6,3,3.8,3.125,37
1993,4.33333333333333,0.573007250045773,0,4.11111111111111,3.66666666666667,71,35.9,3.38888888888889,0.407906770557802,NA,3.81818181818182,1,2,2,0,3,2.71428571428571,2.14285714285714,1,5,26,4,26,18,2.36363636363636,4,2,46,1,"SMU",2,5,4,3.6,3.125,38
1993,4.77777777777778,0.988911850078996,1,3.88888888888889,3.55555555555556,70,35.95,3.55555555555556,0.564005171581318,NA,2.27272727272727,1,2.4,2,0,3,3.71428571428571,3.14285714285714,1,5,26,7,15,19,2.54545454545455,3.66666666666667,1,46,2,"SMU",2,6,2,2.2,3.375,45
1993,1.55555555555556,-2.02639650016187,0,4,2.88888888888889,70,36.05,3.05555555555556,0.0957099685107688,NA,2.90909090909091,1,2.8,2,16,4,2.85714285714286,2,1,5,27,5,28,20,2.36363636363636,4,1,45,1,"SMU",2,6,4,4,3.25,32
1993,3.88888888888889,0.15710265001255,0,4.66666666666667,3.11111111111111,79,36.05,2.94444444444444,-0.00835563217157504,NA,2.63636363636364,1,2.8,2,2,4,3.85714285714286,2.42857142857143,1,5,26,3,17,29,2.63636363636364,4,1,46,1,"SMU",2,6,3,2,3.25,35
1993,4.05555555555556,0.313066875025008,1,5,3.33333333333333,71,36.1,2.11111111111111,-0.788847637289157,NA,2,1,2.6,2,0,4,3.42857142857143,3.28571428571429,1,5,26,4,16,31,3.54545454545455,3.66666666666667,1,36,1,"SMU",2,6,2,3.8,3.125,40
1993,3.72222222222222,0.00113842500009099,0,4.33333333333333,3.88888888888889,79,36.1,1.77777777777778,-1.10104443933619,NA,2.36363636363636,1,2.2,2,1,4,3.57142857142857,3.57142857142857,1,5,26,7,19,34,3.18181818181818,2.33333333333333,1,40,2,"SMU",2,4,2,2,4,38
1993,3.16666666666667,-0.518742325041438,0,4.77777777777778,3.44444444444444,71,36.15,2.55555555555556,-0.37258523455978,NA,2,1,1.8,2,0,4,4,5.57142857142857,1,5,26,6,28,30,2.90909090909091,3,1,43,1,"SMU",2,5,5,3,3.375,36
1993,2.61111111111111,-1.03862307508297,3,3.44444444444444,3.33333333333333,70,36.25,2.22222222222222,-0.684782036606812,NA,1.90909090909091,2,1.4,2,2,4,2.14285714285714,3.71428571428571,1,5,27,3,26,26,2.36363636363636,2.33333333333333,1,39,1,"SMU",2,7,4,2.6,3.75,35
1993,4,0.261078800020856,0,4.11111111111111,2.44444444444444,70,36.3,4.55555555555556,1.50059557772242,NA,2.63636363636364,1,3.4,2,25,3,2,1,1,5,26,6,17,19,2,3.66666666666667,2,45,1,"SMU",2,5,3,2.4,1.375,42
1993,2.83333333333333,-0.830670775066356,0,4.11111111111111,2.44444444444444,71,36.3,2.88888888888889,-0.0603884325127474,NA,1.90909090909091,1,2.2,2,0,3,3.57142857142857,4.57142857142857,1,5,26,4,20,26,2,3.33333333333333,2,51,1,"SMU",2,5,4,3.4,3,28
1993,4.16666666666667,0.417043025033315,0,2.55555555555556,4.11111111111111,70,36.3,1.72222222222222,-1.15307723967736,NA,1.90909090909091,1,1.6,2,1,5,2.71428571428571,4.28571428571429,1,5,26,7,20,22,3.27272727272727,1.66666666666667,2,29,1,"SMU",2,6,3,3.6,4.625,25
1993,4.33333333333333,0.573007250045773,0,4,2.66666666666667,79,36.35,1.66666666666667,-1.20511004001853,NA,2.18181818181818,1,2.6,2,0,4,2.14285714285714,2.28571428571429,1,5,26,6,50,33,2.63636363636364,3,2,43,1,"SMU",2,7,6,4.4,2.25,42
1993,3.66666666666667,-0.0508496500040622,0,5,3,70,36.35,2.55555555555556,-0.37258523455978,5,2.27272727272727,1,2.8,2,0,2,2.42857142857143,4.85714285714286,1,5,26,4,15,28,2.09090909090909,4,1,32,1,"SMU",1,5,2,4,3.5,45
1993,1.5,-2.07838457516603,0,4,2.22222222222222,70,36.4,2.94444444444444,-0.00835563217157504,NA,2.09090909090909,1,2.2,2,0,3,2.85714285714286,6,1,5,27,6,19,30,1,3,1,36,2,"SMU",2,6,4,2.2,2.75,45
1993,4.72222222222222,0.936923775074844,0,4.22222222222222,3.55555555555556,71,36.5,1.33333333333333,-1.51730684206557,NA,2.36363636363636,1,1.8,2,0.5,4,2.85714285714286,4.71428571428571,1,5,26,2,18,25,3.18181818181818,2.66666666666667,2,35,2,"SMU",2,5,2,2.6,3.5,46
1993,2.72222222222222,-0.934646925074662,0,3,3.55555555555556,70,36.6,4.27777777777778,1.24043157601655,NA,2.90909090909091,1,2,2,6,3,2.85714285714286,3,1,5,26,6,14,24,2.18181818181818,2.33333333333333,1,40,1,"SMU",2,5,2,4,2.5,39
1993,4.38888888888889,0.624995325049926,0,4.88888888888889,2,70,36.65,4,0.980267574310695,NA,1.90909090909091,1,2.2,2,3,3,4.28571428571429,5.28571428571429,1,5,27,1,30,25,2,3.33333333333333,1,36,2,"SMU",2,5,3,4,4.25,41
1993,1.38888888888889,-2.18236072517433,0,3.66666666666667,2.11111111111111,70,36.65,1.72222222222222,-1.15307723967736,NA,1.63636363636364,1,2.6,2,0,4,2.14285714285714,2.42857142857143,1,5,26,7,31,15,2.09090909090909,2,1,42,1,"SMU",2,7,4,3.8,3,36
1993,3.16666666666667,-0.518742325041438,0,4,3.77777777777778,70,36.65,3.55555555555556,0.564005171581318,NA,2.90909090909091,1,3,2,0,3,3.28571428571429,2.57142857142857,1,5,26,7,18,24,3.45454545454545,4,1,42,2,"SMU",2,5,2,3.6,3.125,42
1993,4.16666666666667,0.417043025033315,0,4.55555555555556,1.77777777777778,70,36.7,2.83333333333333,-0.112421232853919,NA,2.54545454545455,1,2.6,2,1,4,4.14285714285714,3.14285714285714,1,5,26,3,19,30,2,3.33333333333333,1,44,1,"SMU",2,6,4,3.4,3,42
1993,1.77777777777778,-1.81844420014526,0,4.44444444444444,2.55555555555556,71,36.7,4.22222222222222,1.18839877567538,2,2.09090909090909,1,3.6,2,0,3,2.28571428571429,2.42857142857143,1,5,26,5,24,14,2.54545454545455,3.66666666666667,1,30,1,"SMU",1,6,4,1.4,3,37
1993,4,0.261078800020856,0,2.88888888888889,2.44444444444444,70,36.8,4.16666666666667,1.13636597533421,NA,3,1,3,2,1,3,3,2.14285714285714,1,5,27,6,16,19,2,3,1,36,1,"SMU",2,4,3,3,3,38
1993,5,1.19686415009561,2,3.22222222222222,3.66666666666667,70,36.8,5.16666666666667,2.07295638147531,NA,4,1,1.8,2,1,2,2.28571428571429,3.71428571428571,1,5,26,4,19,31,3.63636363636364,2.66666666666667,2,33,2,"SMU",2,6,3,2,3.5,43
1993,5.11111111111111,1.30084030010391,0,4,2.33333333333333,71,36.85,2.11111111111111,-0.788847637289157,NA,3.09090909090909,1,2.4,2,6,4,3,5.28571428571429,1,5,26,6,26,31,2,2.66666666666667,2,36,1,"SMU",2,4,3,3.6,4,38
1993,2.33333333333333,-1.29856345010373,0,4.77777777777778,3.88888888888889,79,36.85,3.05555555555556,0.0957099685107688,NA,1.81818181818182,1,1.2,2,0,4,2.71428571428571,5.57142857142857,1,5,26,6,22,40,3.45454545454545,4.33333333333333,2,34,1,"SMU",2,6,3,4,2.75,44
1993,4,0.261078800020856,4,5,3,71,37.05,1.61111111111111,-1.25714284035971,2,2.54545454545455,1,1.8,2,4,2,1.57142857142857,3.42857142857143,1,5,26,3,14,28,3,3.33333333333333,1,39,1,"SMU",1,6,2,2,3.125,42
1993,5.27777777777778,1.45680452511637,0,4,4,70,37.1,2.27777777777778,-0.632749236265641,4,2,1,2.8,2,1,1,2.57142857142857,4.14285714285714,1,5,26,7,21,22,4,2.66666666666667,2,28,1,"SMU",1,7,3,3.2,3,56
1994,3.55555555555556,-0.154825800012368,0,4.11111111111111,4,70,35.35,2.77777777777778,-0.164454033195092,6,2.27272727272727,1,1.6,2,2,5,2.85714285714286,4.14285714285714,1,5,27,7,16,32,4,2.66666666666667,1,39,1,"SMU",1,5,2,3.8,4.125,35
1994,1.72222222222222,-1.87043227514941,0,4.66666666666667,3.33333333333333,70,35.85,4.16666666666667,1.13636597533421,NA,2.72727272727273,2,2.4,2,2,3,3.42857142857143,3,1,5,26,7,27,21,3.36363636363636,4,1,28,2,"SMU",2,6,4,2.4,3.875,52
1994,4.5,0.728971475058232,0,5,4,71,35.9,3.72222222222222,0.720103572604834,NA,2.90909090909091,1,2.6,2,1,4,3.57142857142857,4,1,5,26,1,20,33,2.63636363636364,3.66666666666667,1,35,2,"SMU",2,6,3,2.6,3.25,42
1994,4.11111111111111,0.365054950029161,0,4.66666666666667,3.33333333333333,70,35.95,2.94444444444444,-0.00835563217157504,NA,2.90909090909091,1,2.4,2,2,4,3.42857142857143,4,1,5,26,6,40,22,3.63636363636364,3.66666666666667,2,46,1,"SMU",2,5,5,3.8,3.375,37
1994,2.55555555555556,-1.09061115008712,0,4.22222222222222,3,71,36.05,1.83333333333333,-1.04901163899502,NA,1.72727272727273,1,1.2,2,0,4,3,3.42857142857143,1,5,26,7,49,21,3.36363636363636,2.33333333333333,2,48,2,"SMU",2,7,6,3.8,3.875,42
1994,4,0.261078800020856,0,4.44444444444444,3.88888888888889,70,36.1,2.44444444444444,-0.476650835242124,NA,2.81818181818182,1,2.6,2,0,2,2.42857142857143,2.28571428571429,1,5,27,4,16,31,4,3.66666666666667,2,26,1,"SMU",2,5,3,4.2,3.125,34
1994,4,0.261078800020856,0,5,2.55555555555556,70,36.15,2.38888888888889,-0.528683635583296,NA,2.36363636363636,1,1.8,2,0,4,3.42857142857143,4,1,5,26,7,26,13,2.27272727272727,4,2,51,1,"SMU",2,6,4,3.6,3.5,43
1994,3.94444444444444,0.209090725016703,0,4.77777777777778,3.77777777777778,70,36.25,2.44444444444444,-0.476650835242124,NA,2.36363636363636,1,1.8,2,0,5,3.42857142857143,3.71428571428571,1,5,26,7,16,33,3.18181818181818,4,2,40,2,"SMU",2,5,3,2,3.5,38
1994,2.72222222222222,-0.934646925074662,0,3,2.44444444444444,71,36.35,4.05555555555556,1.03230037465187,NA,2.81818181818182,1,3.6,1,1,3,3,3.14285714285714,1,5,26,7,27,24,3.09090909090909,2.33333333333333,2,47,2,"SMU",2,5,4,1.8,2.875,35
1994,4.22222222222222,0.469031100037467,0,5,4,70,36.35,4.33333333333333,1.29246437635773,NA,2.36363636363636,1,2.2,2,0,3,3.42857142857143,5.57142857142857,1,5,26,4,30,35,3.18181818181818,4,1,35,1,"SMU",2,6,5,3.8,3.625,40
1994,1.72222222222222,-1.87043227514941,0,3.77777777777778,3.77777777777778,70,36.45,5.05555555555556,1.96889078079296,NA,1.72727272727273,1,2,2,0,4,1.71428571428571,2.42857142857143,1,5,26,7,37,39,3.36363636363636,4.33333333333333,1,33,2,"SMU",2,6,6,2.6,4,46
1994,3.44444444444444,-0.258801950020674,0,4,2.44444444444444,79,36.5,1.88888888888889,-0.996978838653845,NA,2.18181818181818,1,1.4,2,0,3,2.85714285714286,6,1,5,26,7,13,32,1.72727272727273,4.33333333333333,2,46,1,"SMU",2,6,3,4.2,4.625,31
1994,2.83333333333333,-0.830670775066356,0,3.66666666666667,2.55555555555556,71,36.5,2.83333333333333,-0.112421232853919,NA,1.72727272727273,1,1.8,2,2,3,5,2.85714285714286,1,5,26,7,20,38,2,2.66666666666667,2,45,2,"SMU",2,5,2,4.4,1.875,36
1994,2.44444444444444,-1.19458730009543,0,4.77777777777778,3.77777777777778,71,36.5,3.27777777777778,0.303841169875457,NA,2.72727272727273,1,2.4,2,0,4,2.42857142857143,3,1,5,26,5,23,18,3.27272727272727,3,1,48,2,"SMU",2,6,4,3.4,3.625,35
1994,4.55555555555556,0.780959550062385,0,3.55555555555556,4.77777777777778,70,36.55,2.55555555555556,-0.37258523455978,NA,3.09090909090909,1,2.2,2,0,3,3.57142857142857,2.57142857142857,1,5,26,1,23,25,4.90909090909091,3.33333333333333,1,28,2,"SMU",2,6,3,2.4,3.25,43
1994,3.27777777777778,-0.414766175033133,0,3.55555555555556,1.55555555555556,70,36.6,3.16666666666667,0.199775569193113,NA,2.18181818181818,1,1.4,2,0,4,3.57142857142857,4.85714285714286,1,5,26,6,21,22,2.27272727272727,3,2,42,1,"SMU",2,5,3,3.6,3,40
1994,3.77777777777778,0.0531265000042437,0,4,3.11111111111111,70,36.65,2.22222222222222,-0.684782036606812,NA,3.09090909090909,1,3.2,2,0,2,3.28571428571429,6,1,5,26,3,13,20,2.63636363636364,4,2,36,2,"SMU",2,4,2,3.6,3.125,40
1994,4.5,0.728971475058232,0,3.22222222222222,2.55555555555556,71,36.7,3.61111111111111,0.61603797192249,NA,3.81818181818182,1,2,2,1,2,2.85714285714286,2.85714285714286,1,5,26,3,21,38,1.54545454545455,3.33333333333333,1,31,2,"SMU",2,6,3,3.6,3.875,54
1994,3.83333333333333,0.105114575008397,0,1.11111111111111,4,70,36.7,1.88888888888889,-0.996978838653845,NA,2.63636363636364,1,2.4,2,5,3,1.85714285714286,2,1,5,26,4,20,21,3.27272727272727,3.66666666666667,2,38,2,"SMU",2,5,3,2.6,4,40
1994,4.83333333333333,1.04089992508315,0,3.22222222222222,4.33333333333333,70,36.7,4,0.980267574310695,NA,2.72727272727273,1,2.4,2,0,1,3.71428571428571,2.14285714285714,1,5,27,7,19,6,3.18181818181818,2.66666666666667,2,24,2,"SMU",2,5,3,2.6,2.5,56
1994,4.88888888888889,1.0928880000873,0,4,4.11111111111111,70,36.83333333,2.38888888888889,-0.528683635583296,NA,3.81818181818182,1,3,2,0,2,4.42857142857143,3,1,5,26,6,26,29,3.54545454545455,3.33333333333333,2,35,2,"SMU",2,6,4,3.6,2.5,47
1994,3.05555555555556,-0.622718475049744,0,4.22222222222222,2.44444444444444,70,36.85,4.44444444444444,1.39652997704007,NA,2.72727272727273,1,3.4,2,0,3,2.85714285714286,5,1,5,27,7,14,17,2.90909090909091,3,2,44,2,"SMU",2,5,3,2.6,3.125,44
1994,2.16666666666667,-1.45452767511619,0,5,3.33333333333333,71,36.94444444,1.88888888888889,-0.996978838653845,3,2.18181818181818,1,2.4,2,0,4,2.14285714285714,4,1,5,26,7,25,30,3.18181818181818,2.66666666666667,1,34,2,"SMU",1,5,4,4,4.375,34
1994,4,0.261078800020856,0,3,3,70,37,3.77777777777778,0.772136372946006,NA,3.45454545454545,1,3,2,0,3,4,2.42857142857143,1,5,27,4,18,32,3.27272727272727,3,2,38,2,"SMU",2,5,3,3.2,2.625,42
1994,3.88888888888889,0.15710265001255,0,4.33333333333333,3.55555555555556,70,37.15,2.83333333333333,-0.112421232853919,NA,2.54545454545455,1,2.4,2,8,2,3.14285714285714,2.57142857142857,1,5,27,6,26,27,2.72727272727273,3.33333333333333,1,32,1,"SMU",2,6,4,2.2,3.875,42
1994,4.22222222222222,0.469031100037467,0,2.11111111111111,2,71,37.35,3,0.0436771681695969,NA,3.63636363636364,1,1.8,2,1,3,2.28571428571429,6,1,5,26,5,17,25,3.18181818181818,3.66666666666667,2,44,2,"SMU",2,6,3,2.8,4.25,39
1994,3.22222222222222,-0.466754250037285,0,4,2.44444444444444,70,39.3,1.72222222222222,-1.15307723967736,NA,2.18181818181818,2,3,1,0,3,2.71428571428571,2.85714285714286,1,5,26,7,16,28,3.90909090909091,3.66666666666667,2,27,2,"SMU",2,5,2,3.2,3.625,48
1995,4.83333333333333,1.04089992508315,0,3.66666666666667,4,70,35.4,2.16666666666667,-0.736814836947985,NA,2.90909090909091,1,3.4,2,2,3,4,1.57142857142857,1,5,26,7,31,33,3.90909090909091,3.33333333333333,1,42,2,"SMU",2,6,4,3.4,3,45
1995,2,-1.61049190012865,0,4.77777777777778,3.77777777777778,70,35.85,1.44444444444444,-1.41324124138322,NA,1.81818181818182,1,2.2,2,0,5,3.42857142857143,3.28571428571429,1,5,27,7,19,24,3.09090909090909,1.66666666666667,1,55,2,"SMU",2,5,3,3.8,3.125,33
